rank,finalWorth,name,source,industries,citizenship,gender,lastname,estWorthPrev
2408,1267.65,Roberto Ongpin,diversified,Diversified,Philippines,M,Ongpin,1267.649799
1106,2976.691,Hans Sy,diversified,Diversified,Philippines,M,Sy,2976.690642
1117,2962.069,Herbert Sy,diversified,Diversified,Philippines,M,Sy,2962.069493
1267,2676.549,Teresita Sy-Coson,diversified,Diversified,Philippines,F,Sy-Coson,2676.548572
1107,2975.924,Andrew Tan,diversified,Diversified,Philippines,M,Tan,2975.923781
2316,1352.205,Inigo Zobel,Diversified,Diversified,Philippines,M,Zobel,1352.205246
1435,2363.508,Elizabeth Sy,diversified ,Diversified,Philippines,F,Sy,2363.507873
1230,2735.758,Harley Sy,diversified ,Diversified,Philippines,M,Sy,2735.757859
1239,2719.234,Henry Sy Jr,diversified ,Diversified,Philippines,M,Sy,2719.233891
1024,3181.915,Lucio Tan,diversified ,Diversified,Philippines,M,Tan,3181.914965
1327,2568.678,Tony Tan Caktiong & family,food,Food & Beverage,Philippines,M,Tan Caktiong,2568.677571
531,5607.061,Enrique Razon Jr,ports,Logistics,Philippines,M,Razon,5607.061128
2662,1054.074,Robert Coyiuto Jr,power,Energy,Philippines,M,Coyiuto,1054.073652
405,6950.665,Manuel Villar,real estate,Real Estate,Philippines,M,Villar,6950.665079
1516,2232.768,Dominika Kulczyk,diversified,Finance & Investments,Poland,F,Kulczyk,2232.768446
1920,1725.401,Sebastian Kulczyk,diversified,Finance & Investments,Poland,M,Kulczyk,1725.389594
747,4164.112,Michal Solowow,investments,Finance & Investments,Poland,M,Solowow,4164.112133
2502,1189.742,Rafal Brzoska,parcel lockers,Logistics,Poland,M,Brzoska,1189.7421
864,3704.849,Jerzy Starak,pharmaceuticals,Healthcare,Poland,M,Starak,3704.848682
2301,1367.223,Zbigniew Juroszek & family,"real estate, gambling",Diversified,Poland,M,Juroszek ,1367.223481
903,3580.439,Tomasz Biernacki,supermarkets,Fashion & Retail,Poland,M,Biernacki,3580.438973
941,3479.341,Zygmunt Solorz-Zak,TV broadcasting,Media & Entertainment,Poland,M,Solorz-Zak,3479.340774
668,4632.699,Maria Fernanda Amorim & family,"energy, investments",Diversified,Portugal,F,Amorim,4632.698538
1542,2196.315,José Neves,luxury fashion,Fashion & Retail,Portugal,M,Neves,2196.315
1947,1690.496,Faisal Bin Qassim Al Thani,"hotels, diversified",Diversified,Qatar,M,Al Thani,1690.495792
2219,1439.282,Hamad bin Jassim bin Jaber Al Thani,investments,Finance & Investments,Qatar,M,Al Thani,1439.282
1945,1691.245,Ion Tiriac,"banking, insurance",Finance & Investments,Romania,M,Tiriac,1691.245004
350,7899.894,Daniel Dines,software,Technology,Romania,M,Dines,7899.8935
2498,1195.289,Alexander Lutsenko & family,agribusiness,Food & Beverage,Russia,M,Lutsenko,1195.289
2409,1267.168,Lidiya Mikhailova & family,agribusiness,Food & Beverage,Russia,F,Mikhailova & family,1267.168135
1934,1701.079,Ivan Savvidis,agribusiness,Diversified,Russia,M,Savvidis,1701.07913
1299,2602.241,Vadim Moshkovich,"agriculture, land",Food & Beverage,Russia,M,Moshkovich,2602.24634
1802,1852.795,Dmitry Kamenshchik,airport,Service,Russia,M,Kamenshchik,1852.795206
1195,2805.062,Yuri Shefler,alcohol ,Food & Beverage,Russia,M,Shefler,2805.062
632,4821.401,Oleg Deripaska,"aluminum, utilities",Metals & Mining,Russia,M,Deripaska,4821.400634
2282,1381.792,Andrei Kosogov,Banking,Energy,Russia,M,Kosogov,1381.791541
688,4522.598,Sergei Popov,banking,Finance & Investments,Russia,M,Popov,4522.61996
423,6696.272,Oleg Tinkov,banking,Finance & Investments,Russia,M,Tinkov,6696.272362
1875,1777.957,Roman Avdeev,"banking, development",Finance & Investments,Russia,M,Avdeev,1777.289721
972,3390.61,Yuri Kovalchuk,"banking, insurance, media",Finance & Investments,Russia,M,Kovalchuk,3390.610415
1630,2060.784,Sergei Kolesnikov,building materials,Manufacturing,Russia,M,Kolesnikov,2060.783769
1630,2060.784,Igor Rybakov,building materials,Manufacturing,Russia,M,Rybakov,2060.783769
1807,1851.174,Andrey Blokh,cannabis,Manufacturing,Russia,M,Blokh,1851.174313
2715,1016.639,Lev Kvetnoi,cement,Finance & Investments,Russia,M,Kvetnoi,1016.638688
1735,1936.276,Vladimir Litvinenko,chemical industry,Manufacturing,Russia,M,Litvinenko,1926.457271
2467,1216.714,Gennady Kozovoy,coal,Energy,Russia,M,Kozovoy,1216.71435
95,19766.142,Andrey Melnichenko,"coal, fertilizers",Energy,Russia,M,Melnichenko,19766.142
835,3800,Sergey Dmitriev,computer software,Technology,Russia,M,Dmitriev,3800
1250,2700,Valentin Kipyatkov,computer software,Technology,Russia,M,Kipyatkov,2700
2618,1097.405,Andrei Molchanov,construction materials,Construction & Engineering,Russia,M,Molchanov,1116.072812
1149,2899.642,Arkady Rotenberg,"construction, pipes, banking",Construction & Engineering,Russia,M,Rotenberg,2899.642263
2447,1233.848,Boris Rotenberg,"construction, pipes, chemicals",Construction & Engineering,Russia,M,Rotenberg,1233.847694
2360,1309.763,Oleg Boyko,diversified,Diversified,Russia,M,Boyko,1309.763408
160,13414.397,Tatyana Bakalchuk,ecommerce,Fashion & Retail,Russia,F,Bakalchuk,13414.39689
291,8895.36,Denis Sverdlov,electric vehicles ,Automotive,Russia,M,Sverdlov,8895.36
421,6704.342,Dmitry Rybolovlev,fertilizer,Manufacturing,Russia,M,Rybolovlev,6704.341771
670,4629.234,Viatcheslav Kantor,"fertilizer, real estate",Manufacturing,Russia,M,Kantor,4629.233713
401,6974.862,Andrei Guriev & family,fertilizers,Manufacturing,Russia,M,Guriev & family,6952.162845
2674,1045.7,Sergei Makhlai,fertilizers,Manufacturing,Russia,M,Makhlai,1045.7
2424,1256.663,Sergei Sudarikov,"finance, development",Finance & Investments,Russia,M,Sudarikov,1256.390706
2689,1035.297,Vitaly Orlov,fisheries,Food & Beverage,Russia,M,Orlov,1035.297387
60,27178.35,Leonid Mikhelson,"gas, chemicals",Energy,Russia,M,Mikhelson,27178.3502
1192,2813.886,Konstantin Strukov,"gold, coal mining",Metals & Mining,Russia,M,Strukov,2814.155006
2291,1377,Farkhad Akhmedov,investments,Energy,Russia,M,Akhmedov,1377
2474,1211,Gleb Fetisov,investments,Telecom,Russia,M,Fetisov,1211
121,16610.275,Suleiman Kerimov & family,investments,Finance & Investments,Russia,M,Kerimov & family,16610.27479
2098,1535.028,Pyotr Kondrashev,investments,Manufacturing,Russia,M,Kondrashev,1535.027793
2238,1425,Anatoly Lomakin,investments,Metals & Mining,Russia,M,Lomakin,1425
1612,2096,Igor Makarov,investments,Energy,Russia,M,Makarov,2096
1465,2314.054,Alexander Mamut,investments,Finance & Investments,Russia,M,Mamut,2314.054131
199,11485.077,Mikhail Prokhorov,investments,Finance & Investments,Russia,M,Prokhorov,11486.16291
1578,2138.001,Megdet Rahimkulov & family,investments,Finance & Investments,Russia,M,Rahimkulov & family,2138.935102
2540,1164.3,Andrei Rappoport,investments,Finance & Investments,Russia,M,Rappoport,1164.3
1894,1753.95,Leonid Simanovsky,investments,Finance & Investments,Russia,M,Simanovsky,1753.949762
2399,1280,Ilya Scherbovich,investments ,Finance & Investments,Russia,M,Scherbovich,1280
2386,1293,Elena Baturina,"investments, real estate",Construction & Engineering,Russia,F,Baturina,1293
1848,1809,Sergei Studennikov,"liquor stores, supermarkets",Fashion & Retail,Russia,M,Studennikov,1809
2258,1400.121,Andrei Komarov,manufacturing,Manufacturing,Russia,M,Komarov,1400.121331
114,17236,Pavel Durov,messaging app,Technology,Russia,M,Durov,17236
2224,1434.736,Eduard Chukhlebov,metallurgy,Metals & Mining,Russia,M,Chukhlebov,1434.735542
2224,1434.736,Igor Kudryashkin,metallurgy,Metals & Mining,Russia,M,Kudryashkin,1434.735542
376,7409.994,Igor Altushkin,metals,Metals & Mining,Russia,M,Altushkin,7409.993576
422,6701.785,Andrei Kozitsyn,metals,Metals & Mining,Russia,M,Kozitsyn,6701.78465
54,30477.692,Vladimir Potanin,metals,Metals & Mining,Russia,M,Potanin,30477.69158
1054,3098.843,Alexander Nesis,"metals, banking, fertilizers",Finance & Investments,Russia,M,Nesis,3098.843394
247,9871.062,Viktor Vekselberg,"metals, energy",Energy,Russia,M,Vekselberg,9871.043744
1252,2699.465,Andrei Bokarev,"metals, mining",Manufacturing,Russia,M,Bokarev,2699.468628
228,10314.264,Iskander Makhmudov,"mining, metals, machinery",Metals & Mining,Russia,M,Makhmudov,10314.27701
905,3568.764,Alexander Frolov,"mining, steel",Metals & Mining,Russia,M,Frolov,3568.764245
65,26279.118,Vagit Alekperov,oil,Energy,Russia,M,Alekperov,26279.11847
1728,1944.676,Vladimir Bogdanov,oil,Energy,Russia,M,Bogdanov,1944.675931
191,11718.088,Leonid Fedun & family,oil,Energy,Russia,M,Fedun & family,11718.08762
2616,1098.1,Igor Yusufov,oil & gas  ,Energy,Russia,M,Yusufov,1098.1
564,5358.53,Pyotr Aven,"oil, banking, telecom",Finance & Investments,Russia,M,Aven,5358.529768
132,15781.701,Mikhail Fridman,"oil, banking, telecom",Energy,Russia,M,Fridman,15781.70149
235,10237.087,German Khan,"oil, banking, telecom",Energy,Russia,M,Khan,10237.08749
349,7908.63,Alexei Kuzmichev,"oil, banking, telecom",Energy,Russia,M,Kuzmichev,7908.629849
1432,2367.753,Nikolai Buinov,"oil, gas",Energy,Russia,M,Buinov,2367.753002
73,24171.305,Gennady Timchenko,"oil, gas",Energy,Russia,M,Timchenko,24171.30467
2652,1064.113,Albert Avdolyan,"oil, mining",Energy,Russia,M,Avdolyan,1064.112693
1357,2508.15,Mikhail Gutseriev,"oil, real estate",Energy,Russia,M,Gutseriev,2508.149703
2122,1517.533,Said Gutseriev,"oil, retail",Energy,Russia,M,Gutseriev,1517.5333
353,7861,Dmitry Bukhman,online games,Media & Entertainment,Russia,M,Bukhman,7861
353,7861,Igor Bukhman,online games,Media & Entertainment,Russia,M,Bukhman,7861
931,3509.887,Viktor Kharitonin,pharmaceuticals,Healthcare,Russia,M,Kharitonin,3509.887213
1310,2588,Alexey Repik,pharmaceuticals,Healthcare,Russia,M,Repik,2588
2651,1067.634,Vadim Yakunin,pharmacy,Healthcare,Russia,M,Yakunin,1067.634241
1536,2203.589,Gavril Yushvaev,"precious metals, real estate",Finance & Investments,Russia,M,Yushvaev,2203.588711
2729,1000.107,Zakhar Smushkin,"pulp and paper, diversified",Diversified,Russia,M,Smushkin,1000.107282
2604,1112.638,Boris Zingarevich,"pulp and paper, diversified",Diversified,Russia,M,Zingarevich,1112.637762
2396,1281.545,Aras Agalarov,real estate,Fashion & Retail,Russia,M,Agalarov,1281.545
1922,1723.459,Vasily Anisimov,real estate,Metals & Mining,Russia,M,Anisimov,1723.459
508,5768.723,Sergei Gordeev,real estate,Real Estate,Russia,M,Gordeev,5762.733103
880,3649.023,Zarakh Iliev,real estate,Real Estate,Russia,M,Iliev,3649.023
911,3558.047,Samvel Karapetyan,real estate,Construction & Engineering,Russia,M,Karapetyan,3558.047
2023,1620.5,Alexander Klyachin,real estate,Real Estate,Russia,M,Klyachin,1620.5
2696,1028,Vladimir Leschikov,real estate,Real Estate,Russia,M,Leschikov,1028
880,3649.023,God Nisanov,real estate,Real Estate,Russia,M,Nisanov,3649.023
1617,2082.289,Alexander Svetakov,real estate,Finance & Investments,Russia,M,Svetakov,2082.288628
1139,2911.513,Alexander Ponomarenko,"real estate, airport",Logistics,Russia,M,Ponomarenko,2911.513
1139,2911.513,Alexander Skorobogatko,"real estate, airport",Logistics,Russia,M,Skorobogatko,2911.513
2139,1506.844,Airat Shaimiev,"refinery, chemicals",Energy,Russia,M,Shaimiev,1506.843726
2181,1472.352,Radik Shaimiev,"refinery, chemicals",Energy,Russia,M,Shaimiev,1472.352164
2283,1381.451,Albert Shigaboutdinov,"refinery, chemicals",Diversified,Russia,M,Shigaboutdinov,1381.451178
2292,1376.971,Rustem Sulteev,"refinery, chemicals",Energy,Russia,M,Sulteev,1376.971178
940,3481.954,Sergei Galitsky,retail,Fashion & Retail,Russia,M,Galitsky,3481.707129
1052,3100,Artem Khachatryan,retail,Fashion & Retail,Russia,M,Khachatryan,3100
1052,3100,Sergey Lomakin,retail,Fashion & Retail,Russia,M,Lomakin,3100
1908,1741.464,Sergei Katsiev,"retail, wholesale",Fashion & Retail,Russia,M,Katsiev,1741.463966
1329,2560.05,Arkady Volozh,search engine,Media & Entertainment,Russia,M,Volozh,2560.04962
2471,1214,Eugene Kaspersky,software,Technology,Russia,M,Kaspersky,1214
163,13261.283,Viktor Rashnikov,steel,Manufacturing,Russia,M,Rashnikov,13243.61829
298,8747.64,Andrei Skoch & family,steel,Metals & Mining,Russia,M,Skoch & family,8747.640395
1291,2629.941,Dmitry Pumpyansky,steel pipes,Metals & Mining,Russia,M,Pumpyansky,2629.94118
2385,1293.353,Anatoly Sedykh,steel pipes,Metals & Mining,Russia,M,Sedykh,1293.353307
137,15152.188,Roman Abramovich,"steel, investments",Diversified,Russia,M,Abramovich,15152.20796
47,33136.863,Alexey Mordashov & family,"steel, investments",Metals & Mining,Russia,M,Mordashov & family,33136.86312
342,7970.967,Alexander Abramov,"steel, mining",Metals & Mining,Russia,M,Abramov,7970.967474
103,18738.794,Alisher Usmanov,"steel, telecom, investments",Metals & Mining,Russia,M,Usmanov,18738.79427
53,30674.354,Vladimir Lisin,"steel, transport",Metals & Mining,Russia,M,Lisin,30758.89167
1364,2493.414,Timur Turlov,stock brokerage,Finance & Investments,Russia,M,Turlov,2493.414
990,3327.181,Vladimir Yevtushenkov,"telecom, investments",Telecom,Russia,M,Yevtushenkov,3327.181372
1395,2432.433,Mikhail Shelkov,titanium,Metals & Mining,Russia,M,Shelkov,2432.433018
770,4086.605,Igor Kesaev,"tobacco distribution, retail",Fashion & Retail,Russia,M,Kesaev,4086.605031
1401,2427.446,Roman Trotsenko,"transport, engineering, real estate",Logistics,Russia,M,Trotsenko,2427.446081
794,3968.094,Leonid Boguslavsky,venture capital,Finance & Investments,Russia,M,Boguslavsky,3968.094067
393,7029.09,Wee Cho Yaw,banking,Finance & Investments,Singapore,M,Wee,7029.089807
921,3530.96,Kwek Leng Beng,diversified,Diversified,Singapore,M,Kwek,3530.960036
1524,2225.639,Kwek Leng Kee,diversified,Diversified,Singapore,M,Kwek,2225.638667
2449,1232.612,Kwek Leng Peck,diversified,Diversified,Singapore,M,Kwek,1232.611974
561,5365.338,Jason Chang,electronics,Technology,Singapore,M,Chang,5365.337794
1683,2002.816,Sam Goi,frozen foods,Food & Beverage,Singapore,M,Goi,2001.910811
141,14989.861,Forrest Li,gaming,Media & Entertainment,Singapore,M,Li,14989.86053
304,8608.517,Gang Ye,gaming,Media & Entertainment,Singapore,M,Ye,8608.51725
1255,2692.867,Choo Chong Ngen,hotels,Real Estate,Singapore,M,Choo,2692.866686
1233,2727.934,Peter Lim,investments,Finance & Investments,Singapore,M,Lim,2727.933946
1787,1873.641,Oei Hong Leong,investments,Finance & Investments,Singapore,M,Oei,1873.640566
2676,1044.602,Yao Hsiao Tung,Manufacturing,Manufacturing,Singapore,M,Yao,1044.60187
63,26682.04,Li Xiting,medical devices,Healthcare,Singapore,M,Li,26682.04012
1154,2883.497,David Chen,online games,Media & Entertainment,Singapore,M,Chen,2883.4969
84,21869.335,Goh Cheng Liang,paints,Manufacturing,Singapore,M,Goh,21869.33457
910,3560.898,Kuok Khoon Hong,palm oil,Manufacturing,Singapore,M,Kuok,3560.898242
1377,2462.742,Zhao Tao,pharmaceuticals,Healthcare,Singapore,M,Zhao,2462.741824
2231,1430.539,Chua Thian Poh,real estate,Real Estate,Singapore,M,Chua,1430.539398
1990,1659.952,Asok Kumar Hiranandani,real estate,Real Estate,Singapore,M,Hiranandani,1659.951741
1261,2684.361,Raj Kumar & Kishin RK,real estate,Real Estate,Singapore,M,Kumar & Kishin RK,2684.361333
162,13309.16,Robert & Philip Ng,real estate,Real Estate,Singapore,M,Ng,13309.15955
1986,1662.931,Zhong Sheng Jian,real estate,Real Estate,Singapore,M,Zhong,1662.931384
523,5655.256,Kwee brothers,Real Estate ,Real Estate,Singapore,M,Kwee,5655.255618
869,3696.186,Shu Ping,restaurants,Food & Beverage,Singapore,F,Shu,3696.185764
146,14671.726,Zhang Yong,restaurants,Food & Beverage,Singapore,M,Zhang,14671.72626
2324,1345.855,Ron Sim,retail,Fashion & Retail,Singapore,M,Sim,1345.855108
2136,1509.389,Shi Xu,technology,Technology,Singapore,M,Shi,1509.389157
2505,1186.872,Jaroslav Hascak,investments,Finance & Investments,Slovakia,M,Hascak,1186.871745
1917,1730.871,Ivan Chrenko,real estate,Real Estate,Slovakia,M,Chrenko,1730.870776
2107,1525.792,Michiel Le Roux,banking,Finance & Investments,South Africa,M,Le Roux,1525.791954
336,8060.15,Nicky Oppenheimer & family,diamonds,Metals & Mining,South Africa,M,Oppenheimer,8060.149807
1138,2912.814,Koos Bekker,"media, investments",Media & Entertainment,South Africa,M,Bekker,2912.81396
1035,3141.424,Patrice Motsepe,mining,Metals & Mining,South Africa,M,Motsepe,3141.423856
1498,2263.467,Kim Chang-soo,apparel ,Fashion & Retail,South Korea,M,Kim,2263.466615
173,12773.093,Seo Jung-jin,biotech,Healthcare,South Korea,M,Seo,12773.09333
2351,1318.346,Chey Ki-won,"computer services, telecom",Technology,South Korea,F,Chey,1318.346468
1643,2044.497,Kim Sang-yeol,construction,Construction & Engineering,South Korea,M,Kim,2044.496962
1740,1919.902,Lee Joong-keun,"construction, real estate",Construction & Engineering,South Korea,M,Lee,1919.901826
2422,1257.403,Hong Seok-joh,convenience stores,Fashion & Retail,South Korea,M,Hong,1257.402696
2499,1195.138,Kim Jung-woong,cosmetics,Fashion & Retail,South Korea,M,Kim,1195.13842
639,4795.956,Suh Kyung-bae,cosmetics,Fashion & Retail,South Korea,M,Suh,4795.956223
2058,1581.897,Kim Jun-ki,diversified,Diversified,South Korea,M,Kim,1581.897257
2087,1551.093,Lee Ho-jin,diversified,Diversified,South Korea,M,Lee,1551.092636
2072,1567.354,Chang Pyung-soon,educational services,Service,South Korea,M,Chang,1567.354487
2113,1523.152,Huh Jae-myung,electric components,Manufacturing,South Korea,M,Huh,1523.152374
2345,1328.883,Koo Bon-neung,electronics,Manufacturing,South Korea,M,Koo,1328.883123
2518,1182.16,Koo Bon-joon,"electronics, household products",Technology,South Korea,M,Koo,1182.160098
1048,3106.798,Bang Shi-hyuk,entertainment ,Media & Entertainment,South Korea,M,Bang,3106.797947
1881,1765.251,Cho Jung-ho,finance,Finance & Investments,South Korea,M,Cho,1765.251457
2309,1356.265,Kim Nam-jung,food,Food & Beverage,South Korea,M,Kim,1356.265241
2260,1399.844,Lee Jay-hyun,"food products, entertainment",Diversified,South Korea,M,Lee,1399.843526
476,6154.24,Mong-Koo Chung,Hyundai,Automotive,South Korea,M,Chung,6154.240051
771,4081.279,Euisun Chung,Hyundai,Logistics,South Korea,M,Chung,4081.279165
2103,1530.229,Shin Chang-jae,insurance,Finance & Investments,South Korea,M,Shin,1530.228924
1371,2475.76,Lee Hae-jin,Internet,Technology,South Korea,M,Lee,2475.760246
1375,2465.722,Koo Kwang-mo,LG,Diversified,South Korea,M,Koo,2465.721597
2255,1412.667,Koo Bon-sik,LG,Technology,South Korea,M,Koo,1412.667112
2356,1312.515,Kim Dae-il,mobile gaming,Technology,South Korea,M,Kim,1312.514615
2194,1459.293,Park Hyeon-joo,mutual funds,Finance & Investments,South Korea,M,Park,1459.293077
890,3606.314,Chey Tae-won,"oil, semiconductor ",Telecom,South Korea,M,Chey,3606.313862
250,9809.675,Kim Jung-ju,online games,Technology,South Korea,M,Kim,9809.674507
1247,2704.902,Kim Taek-jin,online games,Media & Entertainment,South Korea,M,Kim,2704.902336
253,9694.043,Kwon Hyuk-bin,online games,Technology,South Korea,M,Kwon,9694.043134
1845,1811.29,Lee Joon-ho,online games,Technology,South Korea,M,Lee,1811.289619
1269,2673.596,Bang Jun-hyuk,online gaming,Technology,South Korea,M,Bang,2673.595919
161,13323.39,Kim Beom-su,online services,Technology,South Korea,M,Kim,13323.38993
2647,1069.96,Shin Dong-guk,Pharmaceuticals,Healthcare,South Korea,M,Shin,1069.959529
2379,1296.421,Gim Seong-gon,renewable energy,Manufacturing,South Korea,M,Gim,1296.421337
1819,1833.163,Chung Yong-jin,retail,Fashion & Retail,South Korea,M,Chung,1833.162907
2706,1020.857,Shin Dong-joo,retail,Fashion & Retail,South Korea,M,Shin,1020.856895
379,7342.772,Hong Ra-hee,Samsung,Technology,South Korea,F,Hong,7342.772352
605,4988.528,Lee Boo-jin,Samsung,Service,South Korea,F,Lee,4988.527525
695,4495.31,Lee Seo-hyun,Samsung,Diversified,South Korea,F,Lee,4495.309912
176,12736.737,Jay Y. Lee,Samsung,Diversified,South Korea,M,Lee,12736.73669
2221,1436.459,Chung Mong-joon,"shipbuilding, industrial machines",Manufacturing,South Korea,M,Chung,1436.459318
2026,1614.886,Manuel Lao Hernandez,casinos,Gambling & Casinos,Spain,M,Lao Hernandez,1614.885551
1443,2345.075,Sol Daurella,Coca-Cola bottler,Food & Beverage,Spain,F,Daurella,2345.074776
2500,1192.382,Carmen Daurella Aguilera,Coca-Cola bottler,Food & Beverage,Spain,F,Daurella Aguilera,1192.381712
1234,2723.015,Maria Del Pino,construction,Construction & Engineering,Spain,F,Del Pino,2723.014945
636,4801.047,Rafael Del Pino,construction,Construction & Engineering,Spain,M,Del Pino,4801.046905
2701,1022.027,Jose Llado Fernandez-Urrutia,construction,Construction & Engineering,Spain,M,Llado Fernandez-Urrutia,1022.027334
1577,2138.152,Florentino Perez,construction,Construction & Engineering,Spain,M,Perez,2138.151556
2697,1027.019,Juan-Miguel Villar Mir & family,construction,Construction & Engineering,Spain,M,Villar Mir,1027.019095
1713,1974.069,D. Leopoldo Del Pino,construction ,Construction & Engineering,Spain,M,Del Pino,1974.068887
1194,2812.506,Alicia Koplowitz,"construction, investments",Finance & Investments,Spain,F,Koplowitz,2812.50551
1598,2102.089,Isak Andic & family,fashion retail,Fashion & Retail,Spain,M,Andic,2102.089137
2450,1231.935,Gabriel Escarrer,hotels,Service,Spain,M,Escarrer,1231.934516
1968,1677.417,Miguel Fluxa Rossello,hotels,Service,Spain,M,Fluxa Rossello,1677.416737
1114,2964.019,Juan Abello,investments,Finance & Investments,Spain,M,Abello,2964.018891
2251,1415.447,Alberto Alcocer,investments,Finance & Investments,Spain,M,Alcocer,1415.447499
2163,1486.539,Alberto Cortina,investments,Finance & Investments,Spain,M,Cortina,1486.538694
1294,2618.493,Daniel Mate,"mining, commodities",Metals & Mining,Spain,M,Mate,2618.492678
2401,1279.037,Jorge Gallardo Ballart,pharmaceuticals,Healthcare,Spain,M,Gallardo Ballart,1279.036744
2402,1278.784,Antonio Gallardo Ballart,pharmaceuticals,Healthcare,Spain,M,Gallardo Ballart,1278.784062
1347,2528.93,Juan Lopez-Belmonte Lopez & family,pharmacueticals,Healthcare,Spain,M,Lopez-Belmonte Lopez,2528.929878
2134,1511.246,Helena Revoredo,security services,Service,Spain,F,Revoredo,1511.246021
1994,1657.987,Tomas Olivo Lopez,shopping centers,Real Estate,Spain,M,Olivo Lopez,1657.987162
2586,1125.568,Jose Maria Aristrain,steel,Metals & Mining,Spain,M,Aristrain,1125.567761
1830,1824.711,Francisco Jose Riberas Mera,"steel, autoparts",Manufacturing,Spain,M,Riberas Mera,1824.714563
1809,1842.927,Juan Maria Riberas Mera,"steel, investments",Metals & Mining,Spain,M,Riberas Mera,1842.927473
1266,2682.05,Hortensia Herrero,supermarkets,Fashion & Retail,Spain,F,Herrero,2682.050382
707,4403.839,Juan Roig,supermarkets,Fashion & Retail,Spain,M,Roig,4403.839166
1887,1761.831,Fernando Roig,supermarkets,Fashion & Retail,Spain,M,Roig,1761.831174
2083,1554.311,Alberto Palatchi,wedding dresses,Fashion & Retail,Spain,M,Palatchi,1554.3109
2619,1097.396,Jose Elias,wind power,Energy,Spain,M,Elias,1097.395573
11,86422.472,Amancio Ortega,Zara,Fashion & Retail,Spain,M,Ortega,86422.47164
339,8048.126,Sandra Ortega Mera,Zara ,Fashion & Retail,Spain,F,Ortega Mera,8048.125517
1977,1672.787,Myron Wentz,health products,Fashion & Retail,St. Kitts and Nevis,M,Wentz,1672.787
2009,1640.512,Thomas von Koch,asset management,Finance & Investments,Sweden,M,von Koch,1640.512315
1847,1809.845,Conni Jonsson,asset management ,Finance & Investments,Sweden,M,Jonsson,1809.84498
1896,1752.28,Markus Persson,computer games,Media & Entertainment,Sweden,M,Persson,1752.279887
2501,1191.598,Mats Paulsson & family,construction,Construction & Engineering,Sweden,M,Paulsson,1191.59786
1268,2674.389,Erik Paulsson & family,"construction, real estate",Real Estate,Sweden,M,Paulsson,2674.389448
1884,1764,Ali Ghodsi,data analytics,Technology,Sweden,M,Ghodsi,1764
328,8193.497,Antonia Ax:son Johnson & family,diversified,Diversified,Sweden,F,Ax:son Johnson,8193.497103
777,4052.479,Dan Olsson,diversified,Diversified,Sweden,M,Olsson,4052.479379
1670,2013.2,Stefan Olsson,diversified,Diversified,Sweden,M,Olsson,2013.200433
2558,1145.914,Madeleine Olsson Ericksson,diversified,Diversified,Sweden,F,Olsson Ericksson,1145.914152
748,4160.25,Bertil Hult,education ,Service,Sweden,M,Hult,4160.25
1250,2700,Victor Jacobsson,fintech,Finance & Investments,Sweden,M,Jacobsson,2700
1546,2187,Sebastian Siemiatkowski,fintech,Finance & Investments,Sweden,M,Siemiatkowski,2187
80,22418.752,Stefan Persson,H&M,Fashion & Retail,Sweden,M,Persson,22418.75154
1390,2435.751,Karl-Johan Persson,H&M,Fashion & Retail,Sweden,M,Persson,2435.750522
1391,2435.649,Tom Persson,H&M,Fashion & Retail,Sweden,M,Persson,2435.649163
1391,2435.649,Charlotte Soderstrom,H&M,Fashion & Retail,Sweden,F,Soderstrom,2435.649163
948,3466.86,Lottie Tham & family,H&M,Fashion & Retail,Sweden,F,Tham,3466.859962
307,8505.471,Frederik Paulsen,health care,Healthcare,Sweden,M,Paulsen,8505.470723
2395,1281.78,Thomas Sandell,hedge funds,Finance & Investments,Sweden,M,Sandell,1281.78
2410,1267.061,Peter Kamprad,IKEA,Finance & Investments,Sweden,M,Kamprad,1267.060946
2410,1267.061,Mathias Kamprad,IKEA,Finance & Investments,Sweden,M,Kamprad,1267.060946
2410,1267.061,Jonas Kamprad,IKEA,Finance & Investments,Sweden,M,Kamprad,1267.060946
296,8825.15,Carl Bennet,investments,Finance & Investments,Sweden,M,Bennet,8825.150498
266,9402.408,Gustaf Douglas,investments,Diversified,Sweden,M,Douglas,9402.408008
745,4171.601,Eric Douglas,investments,Diversified,Sweden,M,Douglas,4171.601467
757,4129.154,Carl Douglas,investments,Diversified,Sweden,M,Douglas,4129.153512
1453,2337.397,Louise Lindh,investments,Diversified,Sweden,F,Lindh,2337.39697
1322,2574.252,Katarina Martinson,investments,Diversified,Sweden,F,Martinson,2574.251815
178,12544.586,Melker Schorling & family,investments,Finance & Investments,Sweden,M,Schorling,12544.58644
1866,1788,Torbjorn Tornqvist,oil trading,Energy,Sweden,M,Tornqvist,1788
148,14664.425,Kirsten Rausing,packaging,Food & Beverage,Sweden,F,Rausing,14664.42511
148,14664.425,Jorn Rausing,packaging,Food & Beverage,Sweden,M,Rausing,14664.42511
148,14664.425,Finn Rausing,packaging,Food & Beverage,Sweden,M,Rausing,14664.42511
2011,1636.504,Jenny Lindén Urnes,powdered metal,Manufacturing,Sweden,F,Lindén Urnes,1636.503547
1479,2288.811,David Mindus,real estate,Real Estate,Sweden,M,Mindus,2288.8107
575,5240.891,Erik Selin,real estate,Real Estate,Sweden,M,Selin,5240.890947
